Country Name, Year,mobile cellular subscriptions
Least developed countries: UN classification,2004,2.826624561
Least developed countries: UN classification,2005,4.98365434
Least developed countries: UN classification,2006,9.121220811
Least developed countries: UN classification,2007,15.06777953
Least developed countries: UN classification,2008,21.63473382
Least developed countries: UN classification,2009,26.47540811
Least developed countries: UN classification,2010,33.43446897
Least developed countries: UN classification,2011,42.62119165
Least developed countries: UN classification,2012,49.03499329
Least developed countries: UN classification,2013,56.34406728
Least developed countries: UN classification,2014,63.14595523
Lesotho,2004,10.26206811
Lesotho,2005,12.97020943
Lesotho,2006,18.44519698
Lesotho,2007,24.66811263
Lesotho,2008,30.07891192
Lesotho,2009,33.21820036
Lesotho,2010,49.15315236
Lesotho,2011,60.72157105
Lesotho,2012,75.30007872
Lesotho,2013,86.30152835
Lesotho,2014,101.8983929
Low & middle income,2004,16.10097091
Low & middle income,2005,21.66010195
Low & middle income,2006,29.05080487
Low & middle income,2007,37.73501408
Low & middle income,2008,47.66218536
Low & middle income,2009,56.67887014
Low & middle income,2010,66.98337852
Low & middle income,2011,76.38963068
Low & middle income,2012,81.09851518
Low & middle income,2013,86.24100733
Low & middle income,2014,89.79338911
Low income,2004,2.629490501
Low income,2005,3.85204784
Low income,2006,6.677801285
Low income,2007,11.28376704
Low income,2008,17.45576543
Low income,2009,22.36257947
Low income,2010,29.07801336
Low income,2011,37.31119002
Low income,2012,43.83301971
Low income,2013,50.96161392
Low income,2014,57.24681249
Lower middle income,2004,8.048799707999999
Lower middle income,2005,12.93400824
Lower middle income,2006,21.1856709
Lower middle income,2007,30.66306766
Lower middle income,2008,42.49241606
Lower middle income,2009,53.84766905
Lower middle income,2010,67.55101347
Lower middle income,2011,77.68659278
Lower middle income,2012,80.19611776
Lower middle income,2013,83.31647688
Lower middle income,2014,87.06385393
Madagascar,2004,1.879643651
Madagascar,2005,2.789819618
Madagascar,2006,5.555513652
Madagascar,2007,11.44808924
Madagascar,2008,24.26502318
Madagascar,2009,30.65911646
Madagascar,2010,36.5839289
Madagascar,2011,40.04243013
Madagascar,2012,39.37666576
Madagascar,2013,36.90806976
Madagascar,2014,38.21891025
Malawi,2004,1.767311574
Malawi,2005,3.258578544
Malawi,2006,4.6602394810000005
Malawi,2007,7.662757357
Malawi,2008,10.66389819
Malawi,2009,17.05611988
Malawi,2010,20.763471
Malawi,2011,25.56405677
Malawi,2012,29.2138369
Malawi,2013,32.33015944
Malawi,2014,30.4977722
Malaysia,2004,57.60279414
Malaysia,2005,75.62840062
Malaysia,2006,73.93037394
Malaysia,2007,87.07077496
Malaysia,2008,101.5040904
Malaysia,2009,108.46940829999998
Malaysia,2010,119.7442976
Malaysia,2011,127.477801
Malaysia,2012,141.32969619999997
Malaysia,2013,144.7153167
Malaysia,2014,148.8298489
Maldives,2004,38.71591939
Maldives,2005,68.42621717
Maldives,2006,89.50813176
Maldives,2007,101.719445
Maldives,2008,138.8041154
Maldives,2009,143.20528059999995
Maldives,2010,151.783883
Maldives,2011,159.7911219
Maldives,2012,165.6257202
Maldives,2013,181.1940074
Maldives,2014,189.3831136
Mali,2004,3.51562473
Mali,2005,6.381119979
Mali,2006,12.27489738
Mali,2007,19.8881407
Mali,2008,26.17209427
Mali,2009,32.89656779
Mali,2010,53.19893999
Mali,2011,75.06504419
Mali,2012,98.37926527
Mali,2013,129.06693719999998
Mali,2014,149.0238884
Mauritius,2004,45.31863157
Mauritius,2005,54.16012507
Mauritius,2006,63.49227878
Mauritius,2007,76.11805478
Mauritius,2008,84.46575593
Mauritius,2009,88.58099786
Mauritius,2010,96.7692919
Mauritius,2011,104.7930618
Mauritius,2012,119.8654035
Mauritius,2013,123.2398186
Mauritius,2014,132.24982409999998
Mexico,2004,35.15321825
Mexico,2005,42.56115672
Mexico,2006,49.40875353
Mexico,2007,58.62729509
Mexico,2008,65.49948112
Mexico,2009,71.45817512
Mexico,2010,77.51826326
Mexico,2011,79.24118294
Mexico,2012,83.35070827
Mexico,2013,84.81947943
Mexico,2014,82.54324957
Middle East & North Africa,2004,18.62308736
Middle East & North Africa,2005,28.65162516
Middle East & North Africa,2006,41.01747779
Middle East & North Africa,2007,56.76405278
Middle East & North Africa,2008,68.79413804
Middle East & North Africa,2009,82.72177002
Middle East & North Africa,2010,92.92326543
Middle East & North Africa,2011,99.66948466
Middle East & North Africa,2012,104.8890387
Middle East & North Africa,2013,110.5943456
Middle East & North Africa,2014,110.5742064
Middle East & North Africa (excluding high income),2004,13.02923186
Middle East & North Africa (excluding high income),2005,22.39163741
Middle East & North Africa (excluding high income),2006,34.28350674
Middle East & North Africa (excluding high income),2007,48.6185556
Middle East & North Africa (excluding high income),2008,59.66262333
Middle East & North Africa (excluding high income),2009,72.45628216
Middle East & North Africa (excluding high income),2010,82.04816394
Middle East & North Africa (excluding high income),2011,89.10250588
Middle East & North Africa (excluding high income),2012,95.07101983
Middle East & North Africa (excluding high income),2013,100.8013781
Middle East & North Africa (excluding high income),2014,100.6916456
Middle income,2004,17.43337902
Middle income,2005,23.446568300000006
Middle income,2006,31.28015638
Middle income,2007,40.49170883
Middle income,2008,50.85335961
Middle income,2009,60.35397449
Middle income,2010,71.17768037
Middle income,2011,80.77947478
Middle income,2012,85.34510136
Middle income,2013,90.31967755
Middle income,2014,93.61288996
Moldova,2004,20.55923738
Moldova,2005,28.92959183
Moldova,2006,36.55327717
Moldova,2007,51.2664194
Moldova,2008,66.64125769
Moldova,2009,59.27754616
Moldova,2010,71.38468703
Moldova,2011,90.80797013
Moldova,2012,101.9890274
Moldova,2013,106.0114063
Moldova,2014,107.9952216
Morocco,2004,31.27322579
Morocco,2005,41.13733424
Morocco,2006,52.65563390000001
Morocco,2007,65.31204171
Morocco,2008,73.70564595
Morocco,2009,80.92564452
Morocco,2010,101.074253
Morocco,2011,114.019338
Morocco,2012,119.9722162
Morocco,2013,128.5252097
Morocco,2014,131.713056
Mozambique,2004,3.463995267
Mozambique,2005,7.158096552000001
Mozambique,2006,10.83653425
Mozambique,2007,13.89078923
Mozambique,2008,19.3520095
Mozambique,2009,25.55872869
Mozambique,2010,30.14184555
Mozambique,2011,31.95650185
Mozambique,2012,34.93571402
Mozambique,2013,48.00421557
Mozambique,2014,69.67187332
Namibia,2004,14.28104347
Namibia,2005,22.14362322
Namibia,2006,29.65740203
Namibia,2007,38.46157543
Namibia,2008,49.83913613
Namibia,2009,76.11744914
Namibia,2010,89.49525165
Namibia,2011,98.95730464
Namibia,2012,95.01813098
Namibia,2013,118.4342133
Namibia,2014,113.7562458
Netherlands,2004,91.23770356
Netherlands,2005,97.12774476
Netherlands,2006,105.6191836
Netherlands,2007,117.2850348
Netherlands,2008,124.9803611
Netherlands,2009,121.6632867
Netherlands,2010,115.43015049999998
Netherlands,2011,118.9791426
Netherlands,2012,117.96684679999998
Netherlands,2013,116.1568948
Netherlands,2014,116.4234077
New Zealand,2004,74.20800059
New Zealand,2005,85.38703670000002
New Zealand,2006,90.85476294
New Zealand,2007,100.4364319
New Zealand,2008,107.9896947
New Zealand,2009,108.72227959999998
New Zealand,2010,107.8263131
New Zealand,2011,109.1999113
New Zealand,2012,110.3624066
New Zealand,2013,105.7756947
New Zealand,2014,112.0546897
Nicaragua,2004,13.71301519
Nicaragua,2005,20.51941453
Nicaragua,2006,33.12659154
Nicaragua,2007,44.71926088
Nicaragua,2008,54.83435642
Nicaragua,2009,58.23387447
Nicaragua,2010,68.05401524
Nicaragua,2011,81.68356887
Nicaragua,2012,97.66328039
Nicaragua,2013,111.98017659999998
Nicaragua,2014,114.5655993
Niger,2004,1.356695235
Niger,2005,2.456446921
Niger,2006,3.530777893
Niger,2007,6.339238428
Niger,2008,12.8758415
Niger,2009,16.9836557
Niger,2010,23.0821922
Niger,2011,28.72476707
Niger,2012,31.44796172
Niger,2013,39.2922097
Niger,2014,44.43748576
Nigeria,2004,6.725926062
Nigeria,2005,13.31581571
Nigeria,2006,22.55327253
Nigeria,2007,27.44502851
Nigeria,2008,41.65682945
Nigeria,2009,47.9584083
Nigeria,2010,54.66094952
Nigeria,2011,57.96066304
Nigeria,2012,66.79811805
Nigeria,2013,73.29196161
Nigeria,2014,77.84154715
North America,2004,61.04097919
North America,2005,66.80201482
North America,2006,74.45911875
North America,2007,80.05247166
North America,2008,83.35148579
North America,2009,86.85458857
North America,2010,89.77979447
North America,2011,92.80045047
North America,2012,94.39302337
North America,2013,95.45579433
North America,2014,96.87583883
Norway,2004,98.61186058
Norway,2005,102.8125884
Norway,2006,104.2820191
Norway,2007,106.7054572
Norway,2008,109.0680027
Norway,2009,110.7312823
Norway,2010,114.4755401
Norway,2011,115.8117293
Norway,2012,116.092253
Norway,2013,116.268422
Norway,2014,116.5131491
OECD members,2004,71.44282989
OECD members,2005,78.74653668
OECD members,2006,86.18371295
OECD members,2007,94.10815207
OECD members,2008,98.18069713
OECD members,2009,100.0099738
OECD members,2010,101.3448704
OECD members,2011,104.8156186
OECD members,2012,107.3580318
OECD members,2013,109.0202185
OECD members,2014,110.3946249
Oman,2004,32.72238932
Oman,2005,52.85698711
Oman,2006,71.15818396
Oman,2007,97.28614462
Oman,2008,124.1303432
Oman,2009,149.08858590000003
Oman,2010,164.3422859
Oman,2011,158.9952836
Oman,2012,159.25134
Oman,2013,154.64590780000003
Oman,2014,157.7532566
Pakistan,2004,3.2374237
Pakistan,2005,8.084502503
Pakistan,2006,21.44519233
Pakistan,2007,38.34402045
Pakistan,2008,52.7038814
Pakistan,2009,55.46464341
Pakistan,2010,57.28341989
Pakistan,2011,61.81345992
Pakistan,2012,67.06360938
Pakistan,2013,70.13037598
Pakistan,2014,73.33219105
Papua New Guinea,2004,0.812159649
Papua New Guinea,2005,1.230323235
Papua New Guinea,2006,1.601076692
Papua New Guinea,2007,4.689241614
Papua New Guinea,2008,13.34172509
Papua New Guinea,2009,21.14216485
Papua New Guinea,2010,27.83340587
Papua New Guinea,2011,34.22227108
Papua New Guinea,2012,37.7981892
Papua New Guinea,2013,40.97654202
Papua New Guinea,2014,44.92845743
Paraguay,2004,30.19071933
Paraguay,2005,31.96046184
Paraguay,2006,53.74829108
Paraguay,2007,76.63906251
Paraguay,2008,92.86007628
Paraguay,2009,88.51898491
Paraguay,2010,91.65810722
Paraguay,2011,99.32993534
Paraguay,2012,101.5901938
Paraguay,2013,103.6899605
Paraguay,2014,105.604533
Peru,2004,14.93424737
Peru,2005,20.13959315
Peru,2006,32.53576937
Peru,2007,54.42326978
Peru,2008,73.19257415
Peru,2009,85.36705031
Peru,2010,99.49532906
Peru,2011,109.6118145
Peru,2012,98.00011004
Peru,2013,98.08298127
Peru,2014,102.9158073
Philippines,2004,39.1016922
Philippines,2005,40.52493944
Philippines,2006,49.06786375
Philippines,2007,64.52260075
Philippines,2008,75.37478912
Philippines,2009,82.26097224
Philippines,2010,88.98361743
Philippines,2011,99.09141423
Philippines,2012,105.4510985
Philippines,2013,104.5023215
Philippines,2014,111.21872340000002
Poland,2004,60.42064117
Poland,2005,76.339145
Poland,2006,96.20698849
Poland,2007,108.37839850000002
Poland,2008,115.0213925
Poland,2009,117.31453059999998
Poland,2010,122.9152946
Poland,2011,131.2936783
Poland,2012,141.5464567
Poland,2013,149.0785439
Poland,2014,156.4493733
Portugal,2004,100.8873537
Portugal,2005,108.9082765
Portugal,2006,116.0366893
Portugal,2007,127.6765737
Portugal,2008,132.9171729
Portugal,2009,111.4775969
Portugal,2010,115.3032751
Portugal,2011,116.3901378
Portugal,2012,112.3895255
Portugal,2013,113.035602
Portugal,2014,111.796269
Russian Federation,2004,51.07845314
Russian Federation,2005,83.37214422
Russian Federation,2006,104.8422057
Russian Federation,2007,119.176587
Russian Federation,2008,138.8686388
Russian Federation,2009,160.10189619999997
Russian Federation,2010,165.5010987
Russian Federation,2011,142.04843280000003
Russian Federation,2012,145.3276296
Russian Federation,2013,152.8353524
Russian Federation,2014,155.144239
Rwanda,2004,1.483308604
Rwanda,2005,2.36469608
Rwanda,2006,3.252279849
Rwanda,2007,6.397339361
Rwanda,2008,12.93790517
Rwanda,2009,23.07054695
Rwanda,2010,32.74752019
Rwanda,2011,39.89652123
Rwanda,2012,49.66704344
Rwanda,2013,56.80079399
Rwanda,2014,64.02469114
Saudi Arabia,2004,38.49018452
Saudi Arabia,2005,57.36794477
Saudi Arabia,2006,77.64484350000002
Saudi Arabia,2007,109.5864024
Saudi Arabia,2008,136.53762869999997
Saudi Arabia,2009,167.4269561
Saudi Arabia,2010,189.1688419
Saudi Arabia,2011,194.5123877
Saudi Arabia,2012,187.3595577
Saudi Arabia,2013,184.2042369
Saudi Arabia,2014,179.5611716
Senegal,2004,10.22390743
Senegal,2005,15.35030352
Senegal,2006,25.75017105
Senegal,2007,30.49821024
Senegal,2008,44.03321374
Senegal,2009,54.83107061
Senegal,2010,64.42744115
Senegal,2011,70.16017194
Senegal,2012,83.56861759
Senegal,2013,92.92798275
Senegal,2014,98.84217748
Singapore,2004,91.20739002
Singapore,2005,97.53228591
Singapore,2006,103.7771628
Singapore,2007,125.190588
Singapore,2008,132.3000341
Singapore,2009,138.6858844
Singapore,2010,145.39565019999995
Singapore,2011,150.1160495
Singapore,2012,152.1251818
Singapore,2013,155.9222113
Singapore,2014,158.13011980000005
Slovenia,2004,92.68311392
Slovenia,2005,87.94625338
Slovenia,2006,90.56940742
Slovenia,2007,95.45856855
Slovenia,2008,101.1035341
Slovenia,2009,102.7485413
Slovenia,2010,103.2965118
Slovenia,2011,105.1696645
Slovenia,2012,108.3881402
Slovenia,2013,110.2112117
Slovenia,2014,112.0830105
Solomon Islands,2004,0.6552693479999999
Solomon Islands,2005,1.278483548
Solomon Islands,2006,1.456073386
Solomon Islands,2007,2.21478092
Solomon Islands,2008,5.957806812
Solomon Islands,2009,9.709416581000001
Solomon Islands,2010,21.93953048
Solomon Islands,2011,51.09173471
Solomon Islands,2012,54.97600064
Solomon Islands,2013,57.57076854
Solomon Islands,2014,65.75650459
South Africa,2004,43.82265902
South Africa,2005,70.40479553
South Africa,2006,81.0762872
South Africa,2007,85.27748184
South Africa,2008,89.52108369
South Africa,2009,91.24860878
South Africa,2010,97.90028646
South Africa,2011,123.1976544
South Africa,2012,130.557982
South Africa,2013,145.64402130000005
South Africa,2014,149.6818056
South Asia,2004,4.27225093
South Asia,2005,7.799621922999999
South Asia,2006,15.06016467
South Asia,2007,22.502563
South Asia,2008,32.18016326
South Asia,2009,44.39865425
South Asia,2010,59.72472422
South Asia,2011,69.84456295
South Asia,2012,69.00741955
South Asia,2013,71.49024036
South Asia,2014,75.02359479
Spain,2004,90.42919646
Spain,2005,98.40193058
Spain,2006,103.7617236
Spain,2007,108.4148248
Spain,2008,109.6808813
Spain,2009,111.5801838
Spain,2010,111.275767
Spain,2011,113.0635394
Spain,2012,108.3640175
Spain,2013,106.8867146
Spain,2014,107.84927009999998
Sri Lanka,2004,11.20278283
Sri Lanka,2005,16.84991212
Sri Lanka,2006,26.87761576
Sri Lanka,2007,39.32382822
Sri Lanka,2008,54.18660423
Sri Lanka,2009,79.14612039
Sri Lanka,2010,83.62395495
Sri Lanka,2011,87.54590803
Sri Lanka,2012,91.63310875
Sri Lanka,2013,95.49632054
Sri Lanka,2014,103.1578481
Sub-Saharan Africa,2004,7.403683227
Sub-Saharan Africa,2005,12.02493278
Sub-Saharan Africa,2006,17.75584378
Sub-Saharan Africa,2007,23.17776271
Sub-Saharan Africa,2008,31.89438616
Sub-Saharan Africa,2009,37.679212
Sub-Saharan Africa,2010,44.41018352
Sub-Saharan Africa,2011,53.09439045
Sub-Saharan Africa,2012,59.72096379
Sub-Saharan Africa,2013,66.08030593
Sub-Saharan Africa,2014,71.12352296
Sub-Saharan Africa (excluding high income),2004,7.394588297999999
Sub-Saharan Africa (excluding high income),2005,12.01525736
Sub-Saharan Africa (excluding high income),2006,17.747390600000006
Sub-Saharan Africa (excluding high income),2007,23.17043619
Sub-Saharan Africa (excluding high income),2008,31.89011607
Sub-Saharan Africa (excluding high income),2009,37.67665134
Sub-Saharan Africa (excluding high income),2010,44.39102611
Sub-Saharan Africa (excluding high income),2011,53.07449989
Sub-Saharan Africa (excluding high income),2012,59.70530865
Sub-Saharan Africa (excluding high income),2013,66.07111692
Sub-Saharan Africa (excluding high income),2014,71.11851121
Sudan,2004,2.7958827580000003
Sudan,2005,4.75898144
Sudan,2006,11.89555131
Sudan,2007,20.3550956
Sudan,2008,28.95430467
Sudan,2009,36.11230146
Sudan,2010,41.544029
Sudan,2011,68.77724454
Sudan,2012,74.36035887
Sudan,2013,72.85231291
Sudan,2014,72.19898961
Suriname,2004,43.13368221
Suriname,2005,46.60145779
Suriname,2006,63.34300634
Suriname,2007,74.4465973
Suriname,2008,127.5013
Suriname,2009,146.8572956
Suriname,2010,99.27727827
Suriname,2011,100.7099428
Suriname,2012,106.4593736
Suriname,2013,161.067802
Suriname,2014,170.5749874
Swaziland,2004,13.24493632
Swaziland,2005,18.10541334
Swaziland,2006,22.35630041
Swaziland,2007,33.48085468
Swaziland,2008,46.07241867
Swaziland,2009,56.61109776
Swaziland,2010,60.83084412
Swaziland,2011,63.23757857
Swaziland,2012,65.39478548
Swaziland,2013,71.46778668
Swaziland,2014,72.31972132
Sweden,2004,97.81454363
Sweden,2005,100.8176707
Sweden,2006,105.6913243
Sweden,2007,110.456172
Sweden,2008,108.4404554
Sweden,2009,112.1339335
Sweden,2010,117.1611493
Sweden,2011,121.2222926
Sweden,2012,124.57217
Sweden,2013,125.5274913
Sweden,2014,127.8377463
Switzerland,2004,85.43372768
Switzerland,2005,92.24719407
Switzerland,2006,99.3850712
Switzerland,2007,108.5154861
Switzerland,2008,116.25028
Switzerland,2009,120.40371090000002
Switzerland,2010,123.16091090000002
Switzerland,2011,127.383212
Switzerland,2012,132.0563723
Switzerland,2013,136.7772396
Switzerland,2014,140.5386879
Tanzania,2004,5.142308625
Tanzania,2005,7.634377406
Tanzania,2006,14.04274015
Tanzania,2007,20.06824321
Tanzania,2008,30.709868
Tanzania,2009,40.03113033
Tanzania,2010,46.65843734
Tanzania,2011,55.36980391
Tanzania,2012,56.96423843
Tanzania,2013,55.71793149
Tanzania,2014,62.77433234
Thailand,2004,41.42975138
Thailand,2005,46.46198345
Thailand,2006,60.90324472
Thailand,2007,80.17018406
Thailand,2008,93.43030345
Thailand,2009,99.50960309
Thailand,2010,108.0177685
Thailand,2011,116.331131
Thailand,2012,127.2920547
Thailand,2013,140.05118180000002
Thailand,2014,144.43871950000005
Togo,2004,6.161062986
Togo,2005,7.827044226
Togo,2006,12.45197504
Togo,2007,20.40031837
Togo,2008,25.87965477
Togo,2009,35.59849145
Togo,2010,41.26668606
Togo,2011,41.64413476
Togo,2012,49.86113051
Togo,2013,62.53490181
Togo,2014,68.96513263
Trinidad and Tobago,2004,50.46494092
Trinidad and Tobago,2005,71.25271699
Trinidad and Tobago,2006,116.519036
Trinidad and Tobago,2007,115.2483894
Trinidad and Tobago,2008,137.1963517
Trinidad and Tobago,2009,139.60830780000003
Trinidad and Tobago,2010,142.6283511
Trinidad and Tobago,2011,136.99082280000002
Trinidad and Tobago,2012,140.8425356
Trinidad and Tobago,2013,144.9406517
Trinidad and Tobago,2014,147.33777949999995
Tunisia,2004,37.55460363
Tunisia,2005,56.51703373
Tunisia,2006,72.23298695
Tunisia,2007,76.33512661
Tunisia,2008,82.78109140000002
Tunisia,2009,93.20555476
Tunisia,2010,104.5370929
Tunisia,2011,115.20107790000002
Tunisia,2012,118.1056496
Tunisia,2013,115.6035799
Tunisia,2014,128.4857675
Turkey,2004,51.92193776
Turkey,2005,64.3740778
Turkey,2006,76.73832278
Turkey,2007,89.17829733
Turkey,2008,93.54864342
Turkey,2009,88.12268708
Turkey,2010,85.62758012
Turkey,2011,89.41002295
Turkey,2012,91.46374843
Turkey,2013,92.96497103
Turkey,2014,94.7933028
Uganda,2004,4.1957560680000014
Uganda,2005,4.578959089
Uganda,2006,6.761102482
Uganda,2007,13.65261655
Uganda,2008,26.92003559
Uganda,2009,28.55294653
Uganda,2010,37.74438345
Uganda,2011,47.50472743
Uganda,2012,45.00206351
Uganda,2013,48.08192773
Uganda,2014,52.42923963
Ukraine,2004,28.94597129
Ukraine,2005,63.67435357
Ukraine,2006,104.7041786
Ukraine,2007,118.4064976
Ukraine,2008,119.8447225
Ukraine,2009,118.750841
Ukraine,2010,117.1087348
Ukraine,2011,121.3388196
Ukraine,2012,130.3399209
Ukraine,2013,138.06465490000002
Ukraine,2014,144.08215900000005
United Arab Emirates,2004,100.6685238
United Arab Emirates,2005,109.2858728
United Arab Emirates,2006,113.2014286
United Arab Emirates,2007,133.3628641
United Arab Emirates,2008,137.6413795
United Arab Emirates,2009,138.2668687
United Arab Emirates,2010,129.4316308
United Arab Emirates,2011,131.39803759999998
United Arab Emirates,2012,149.6390858
United Arab Emirates,2013,171.8737993
United Arab Emirates,2014,178.06154469999996
United States,2004,62.54719598
United States,2005,68.31769507
United States,2006,76.29353842
United States,2007,82.06414479
United States,2008,85.20916517
United States,2009,88.62364611
United States,2010,91.31165202
United States,2011,94.44042596
United States,2012,96.01037609
United States,2013,97.07773939
United States,2014,98.4068578
Upper middle income,2004,27.92066638
Upper middle income,2005,35.28725066
Upper middle income,2006,42.72958433
Upper middle income,2007,51.71609571
Upper middle income,2008,60.46525403
Upper middle income,2009,67.88296631
Upper middle income,2010,75.40171444
Upper middle income,2011,84.39337066
Upper middle income,2012,91.39855672
Upper middle income,2013,98.60299449
Upper middle income,2014,101.3986986
Uruguay,2004,18.04452826
Uruguay,2005,34.73290719
Uruguay,2006,69.96574097
Uruguay,2007,89.9933321
Uruguay,2008,104.7453819
Uruguay,2009,122.3521626
Uruguay,2010,131.58901799999998
Uruguay,2011,140.6072022
Uruguay,2012,147.1306851
Uruguay,2013,154.61846599999996
Uruguay,2014,160.7951457
Uzbekistan,2004,2.1101909030000003
Uzbekistan,2005,2.7645097310000004
Uzbekistan,2006,9.606295141
Uzbekistan,2007,21.34114016
Uzbekistan,2008,45.79499837
Uzbekistan,2009,59.93517855
Uzbekistan,2010,75.45030892
Uzbekistan,2011,90.3737516
Uzbekistan,2012,71.03391446
Uzbekistan,2013,74.30678167
Uzbekistan,2014,73.79116465
"Venezuela, RB",2004,32.06608836
"Venezuela, RB",2005,46.75510423
"Venezuela, RB",2006,69.10208356
"Venezuela, RB",2007,86.13026924
"Venezuela, RB",2008,97.48959044
"Venezuela, RB",2009,98.39250828
"Venezuela, RB",2010,95.99511185
"Venezuela, RB",2011,97.56403127
"Venezuela, RB",2012,102.0507277
"Venezuela, RB",2013,101.614434
"Venezuela, RB",2014,98.95200348
World,2004,27.40006942
World,2005,33.91292587
World,2006,41.76468389
World,2007,50.52487555
World,2008,59.70663668
World,2009,67.89625747
World,2010,76.56502837
World,2011,84.28434668
World,2012,88.55751276
World,2013,93.14403717
World,2014,96.26504895
"Yemen, Rep.",2004,7.52573741
"Yemen, Rep.",2005,11.30882491
"Yemen, Rep.",2006,14.41207153
"Yemen, Rep.",2007,20.5314264
"Yemen, Rep.",2008,29.69557406
"Yemen, Rep.",2009,37.39604244
"Yemen, Rep.",2010,48.6974305
"Yemen, Rep.",2011,50.06821515
"Yemen, Rep.",2012,58.27503629
"Yemen, Rep.",2013,69.01477877
"Yemen, Rep.",2014,68.48627079
Zambia,2004,4.155423212
Zambia,2005,8.278615333
Zambia,2006,14.11800015
Zambia,2007,21.79280605
Zambia,2008,28.41083233
Zambia,2009,34.36001051
Zambia,2010,41.21205404
Zambia,2011,59.88466455
Zambia,2012,74.77514723
Zambia,2013,71.50463179
Zambia,2014,67.33816426
Zimbabwe,2004,3.354159171
Zimbabwe,2005,5.091109468
Zimbabwe,2006,6.673415952999999
Zimbabwe,2007,9.620397232
Zimbabwe,2008,12.94364591
Zimbabwe,2009,30.96458524
Zimbabwe,2010,58.88210564
Zimbabwe,2011,68.86878087
Zimbabwe,2012,91.90938245
Zimbabwe,2013,96.3498668
Zimbabwe,2014,80.81642131
