Country Name,Country Code,Series,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Albania,ALB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.170170069,3.237910032,3.157939911,3.267560005,4.500403836,4.793528644,4.745758496,4.571856565,4.617425036,3.539439917,4.707730148
Andorra,AND,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.532539964,1.600250006,2.193989992,2.07404995,2.934570074,3.163870096,3.065799952,3.158890009,4.617425036,2.462579966,2.997809887
Argentina,ARG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.487349987,3.843760014,4.110429764,4.442689896,4.842909813,5.521890163,4.994830132,5.264110088,5.321450233,5.4176898,5.325489998
Armenia,ARM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.484060049,2.715509892,2.711879969,3.018249989,3.171149969,3.842809916,3.249190092,3.142139912,2.770179987,2.64763999,2.246599913
Aruba,ABW,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.408899784,4.680759907,4.431743082,4.799180031,4.915589809,5.924670219,6.712490082,6.036870003,6.549059868,6.808060169,6.162930012
Australia,AUS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.326874836,4.912280083,4.742730141,4.646319866,4.627190113,5.086410046,5.555230141,5.098340034,4.899909973,5.285840034,5.22533989
Austria,AUT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.310060024,5.271669865,5.26237011,5.183000088,5.2957201,5.77120018,5.71780014,5.612699986,5.508979797,5.562739849,5.499549866
Azerbaijan,AZE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.447659969,2.974620104,2.555510044,2.549279928,2.44092989,3.224309921,2.780620098,2.435640097,2.096299887,2.462179899,2.634660006
Bangladesh,BGD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.941930056,4.465470235,2.131659985,2.203759909,2.053819895,1.938439965,4.745758496,2.131469965,2.175100088,1.957260013,4.707730148
Barbados,BRB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.904059887,5.556930065,4.431743082,5.11634016,5.061079979,5.327420235,5.875840187,4.571856565,5.62322998,5.479249954,6.573299885
Belarus,BLR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.711319923,5.868060112,6.074440002,5.150259972,4.500403836,4.531300068,5.425839901,4.846399784,5.124499798,5.176829815,4.990439892
Belgium,BEL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.801340103,5.777919769,5.834320068,5.844170094,6.292560101,6.411330223,6.409759998,6.380529881,4.617425036,6.645420074,6.585140228
Belize,BLZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.299270153,4.465470235,4.431743082,4.36934404,5.687759876,6.095779896,6.613299847,4.571856565,4.617425036,6.217289925,6.425839901
Benin,BEN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.505980015,3.636250019,3.50184989,3.230940104,3.80053997,4.223549843,5.032519817,4.571856565,4.870619774,4.551439762,4.320680141
Bhutan,BTN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.417990208,7.078100204,4.431743082,4.36934404,4.797500134,4.626719952,4.024469852,4.652579784,4.617425036,5.589660168,5.924600124
Brazil,BRA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.96991992,4.480289936,4.869490147,4.974740028,5.268509865,5.468530178,5.642769814,5.745790005,5.795159817,5.99394989,4.707730148
Bulgaria,BGR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.325570107,4.115359783,3.912039995,3.652970076,4.204790115,4.294109821,3.863460064,3.563030005,3.502029896,4.061970234,4.707730148
Burkina Faso,BFA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.326874836,4.434760094,4.451379776,4.596010208,4.500403836,4.793528644,3.936810017,4.483550072,4.053939819,4.595689774,4.60476017
Burundi,BDI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.736119986,3.62687993,4.431743082,4.36934404,5.195990086,6.320509911,6.805309772,5.999110222,5.815090179,5.416419983,4.707730148
Cabo Verde,CPV,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,7.476640224,4.465470235,6.529600143,5.406380177,5.505670071,5.304240227,5.550010204,5.041019917,4.617425036,4.992450237,4.707730148
Cambodia,KHM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.722900033,4.465470235,4.431743082,1.601230025,4.500403836,1.664010048,1.535349965,1.509789944,1.563150048,2.021759987,1.901970029
Cameroon,CMR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.331459999,3.123080015,2.954890013,3.367029905,2.969320059,3.472749949,3.313090086,3.064059973,2.968620062,3.029900074,4.707730148
Chad,TCD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.594550014,1.692790031,4.431743082,4.36934404,4.500403836,2.31140995,1.981379986,2.256400108,2.207639933,2.849709988,4.707730148
Chile,CHL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.490580082,3.226809978,3.024480104,3.224560022,3.794610023,4.243219852,4.181159973,4.078820229,4.575059891,4.558400154,4.750120163
Colombia,COL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.076200008,3.99684,3.892280102,4.059380054,3.910510063,4.744110107,4.825489998,4.459050179,4.386889935,4.906680107,4.65941
Costa Rica,CRI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.914830208,4.465470235,4.621439934,4.664420128,4.920050144,6.053619862,6.633409977,6.446519852,6.681670189,6.86616993,6.927239895
Cote d'Ivoire,CIV,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.125710011,4.106550217,4.000599861,4.258339882,4.360579967,4.398449898,4.562620163,4.129519939,4.612730026,4.743060112,4.729380131
Croatia,HRV,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.818929911,4.465470235,4.431743082,3.974940062,4.266270161,4.388800144,4.252699852,4.15279007,4.617425036,4.581600189,4.707730148
Cyprus,CYP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.081960201,6.196000099,6.227600098,6.25248003,6.724020004,7.20622015,6.580249786,6.562379837,4.617425036,6.439680099,6.138390064
Czech Republic,CZE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.017439842,3.896270037,4.220459938,3.876840115,3.748389959,4.182360172,4.077280045,4.276120186,4.250770092,4.089019775,4.707730148
Denmark,DNK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,8.185890198,8.065150261,7.740310192,7.610549927,7.482150078,8.508879662,8.611510277,8.562999725,7.29557991,8.627109528,4.707730148
El Salvador,SLV,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.326874836,2.732460022,3.012680054,3.054470062,3.741660118,3.969540119,3.486680031,3.417490005,3.334009886,3.433069944,3.448570013
Estonia,EST,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.911809921,4.844850063,4.431743082,4.66395998,5.517509937,5.9541502,5.52699995,5.017380238,4.712930202,4.849170208,5.481639862
Fiji,FJI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.164929867,5.121970177,5.607140064,5.848430157,4.25357008,4.498479843,4.745758496,4.17305994,4.617425036,3.882889986,4.707730148
Finland,FIN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.187119961,6.050310135,5.924849987,5.67343998,5.838059902,6.486219883,6.544209957,6.477700233,7.185100079,7.170390129,7.16809988
France,FRA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.639530182,5.505959988,5.451720238,5.433100224,5.432740211,5.735579967,5.679100037,5.513929844,5.525350094,5.492990017,4.707730148
"Gambia, The",GMB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.034500003,1.139179945,1.209489942,1.308509946,3.527420044,3.072350025,4.153379917,3.89921999,4.089749813,2.76770997,4.707730148
Georgia,GEO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.914200068,2.484309912,3.003639936,2.696870089,2.919559956,3.222389936,4.745758496,2.696219921,1.983309984,4.711292525,4.707730148
Ghana,GHA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,7.535580158,7.42208004,5.259940147,5.519869804,5.757959843,5.317440033,5.540599823,8.14097023,7.919139862,6.098189831,6.178549767
Guinea,GIN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.209379911,1.84968996,4.431743082,4.36934404,2.436069965,3.220829964,3.694370031,3.06633997,2.470779896,3.544830084,3.208169937
Guyana,GUY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.521049976,8.133460045,5.088640213,3.753890038,4.500403836,3.361969948,3.661560059,3.588989973,3.192159891,4.711292525,4.707730148
"Hong Kong SAR, China",HKG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.546899796,4.125080109,3.848579884,3.462270021,3.262120008,4.385670185,3.508430004,3.411180019,3.517669916,3.754899979,3.56972003
Hungary,HUN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.355539799,5.342529774,5.321529865,5.163410187,4.995130062,4.98788023,4.79087019,4.617909908,4.617425036,4.224279881,4.659349918
Iceland,ISL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,7.223869801,7.418310165,7.349410057,7.081950188,7.262750149,7.354400158,7.205570221,7.049630165,7.859789848,7.805850029,4.707730148
India,IND,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.296499968,3.135930061,3.093549967,4.36934404,4.500403836,3.310760021,3.424160004,3.838660002,3.865880013,3.84236002,4.707730148
Indonesia,IDN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.743479967,2.87725997,4.431743082,3.044939995,2.901129961,3.522739887,2.813970089,3.190150023,3.405780077,3.357680082,3.278609991
"Iran, Islamic Rep.",IRN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.290249825,4.202939987,4.420450211,4.736869812,4.060440063,3.994220018,3.866830111,3.656179905,3.222150087,3.15031004,2.954190016
Ireland,IRL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.490429878,4.527130127,4.545360088,4.717080116,5.437459946,6.138710022,6.064509869,5.78467989,5.736760139,5.324570179,4.707730148
Israel,ISR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.94645977,5.747429848,5.746660233,5.481170177,5.516839981,5.479949951,5.541079998,5.570270061,5.749650002,5.834909916,5.757269859
Italy,ITA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.392210007,4.24864006,4.533299923,4.117370129,4.408679962,4.544630051,4.3646698,4.137660027,4.617425036,4.176690102,4.079850197
Jamaica,JAM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.909029961,4.613910198,4.431743082,5.492569923,6.188739777,6.201240063,6.342720032,6.28178978,6.115920067,6.270770073,6.024670124
Japan,JPN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.485780001,3.368400097,3.329930067,3.33017993,3.317209959,4.793528644,3.635799885,3.645149946,3.695329905,3.665060043,3.591840029
Kenya,KEN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.807650089,7.360660076,7.028619766,4.36934404,4.500403836,4.793528644,5.515319824,5.334169865,5.503009796,5.413119793,5.274750233
"Korea, Rep.",KOR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.115439892,3.900510073,3.967649937,3.964669943,4.482180119,4.676760197,4.745758496,4.571856565,4.627540112,4.711292525,4.707730148
Kyrgyz Republic,KGZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.622429848,4.868979931,5.540130138,6.462339878,5.912930012,6.239590168,5.82859993,6.790359974,7.395450115,6.785830021,5.52737999
Lao PDR,LAO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.417759895,2.418050051,2.957190037,3.074919939,2.278680086,1.65395999,1.708829999,1.809960008,1.984640002,3.449429989,3.320110083
Latvia,LVA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.855050087,4.465470235,4.711550236,4.656219959,5.405379772,5.573530197,5.080979824,4.945139885,6.60559988,6.989290237,5.285240173
Lebanon,LBN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.665889978,2.671519995,2.805049896,2.606359959,2.033169985,1.777870059,1.63172996,1.64677,2.19046998,2.571190119,4.707730148
Lithuania,LTU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.169159889,4.873189926,4.820549965,4.590549946,4.83453989,5.577410221,5.299029827,5.122270107,4.768789768,4.612500191,4.707730148
"Macao SAR, China",MAC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.245660067,2.290640116,2.212709904,2.059859991,2.204760075,2.55343008,2.630089998,2.688359976,3.335599899,2.049190044,2.02779007
Madagascar,MDG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.262520075,3.84581995,3.287169933,3.360039949,2.906949997,3.182509899,4.745758496,2.785830021,2.728859901,2.082040071,4.707730148
Malaysia,MYS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.924489975,4.465470235,4.484139919,4.374780178,3.958260059,5.972980022,4.969079971,5.761250019,5.74052,5.473760128,5.195930004
Maldives,MDV,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.756939888,5.211979866,4.961820126,4.72755003,4.812849998,6.301670074,4.586699963,3.971519947,4.309669971,4.479700089,4.146959782
Mali,MLI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.854180098,3.526520014,4.431743082,4.36934404,3.417520046,3.87067008,3.343219995,3.756639957,3.480779886,3.393909931,3.739289999
Malta,MLT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.460760117,4.465470235,4.431743082,5.981349945,5.570610046,5.170370102,6.454889774,7.75177002,6.482480049,7.848999977,4.707730148
Mauritania,MRT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.516160011,4.465470235,2.52376008,4.36934404,3.55302,4.793528644,3.594579935,3.057100058,2.778830051,2.930119991,4.707730148
Mauritius,MUS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.458409786,4.191929817,3.825299978,3.183540106,3.065609932,3.050040007,3.550970078,3.32852006,3.414730072,3.619649887,4.917729855
Mexico,MEX,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.801970005,4.908649921,4.75853014,4.733339787,4.841169834,5.214849949,5.184969902,5.128580093,5.174330235,4.747729778,5.3134799
Moldova,MDA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.771090031,7.162730217,7.498929977,8.293430328,8.237330437,9.509759903,9.112110138,8.559700012,8.348959923,4.711292525,7.467840195
Monaco,MCO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.243860006,4.465470235,4.431743082,4.36934404,4.500403836,1.328770041,1.320219994,1.591420054,1.780040026,1.334400058,1.021950006
Mozambique,MOZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.722460032,4.433110237,4.27696991,4.36934404,4.500403836,4.793528644,4.745758496,4.571856565,6.077219963,6.4832201,4.707730148
Nepal,NPL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.173429966,3.363059998,3.607889891,3.517659903,3.804270029,4.661809921,3.632719994,3.851579905,3.752799988,3.468610048,3.981300116
Netherlands,NLD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.114039898,5.155099869,5.092339993,4.936019897,5.093570232,5.491700172,5.551509857,5.525559902,5.477039814,5.589719772,5.529379845
New Zealand,NZL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.489659786,6.261099815,5.950459957,5.919789791,5.501820087,6.268509865,7.011469841,6.951379776,7.160769939,6.685850143,6.336800098
Norway,NOR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,7.310649872,6.865029812,6.372179985,6.534880161,6.278210163,7.098929882,6.750189781,6.460730076,7.359930038,7.373290062,4.707730148
Oman,OMN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.028379917,3.51722002,3.859339952,4.36934404,4.500403836,4.187749863,4.745758496,4.571856565,4.617425036,4.960380077,4.707730148
Pakistan,PAK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.94667995,2.254590034,2.626290083,2.634040117,2.746170044,2.600009918,2.286819935,2.216830015,2.133529902,2.499239922,2.464349985
Paraguay,PRY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.438019991,4.465470235,4.431743082,3.547379971,4.500403836,4.793528644,3.769020081,4.976039886,4.95539999,4.711292525,4.707730148
Peru,PER,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.957030058,2.836189985,2.655289888,2.62687993,2.865459919,3.139450073,2.865819931,2.663779974,2.923510075,3.29460001,3.689779997
Poland,POL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.356100082,5.428659916,5.204880238,4.858550072,5.025080204,4.997139931,5.052000046,4.810369968,4.810110092,4.930870056,4.91174984
Portugal,PRT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.054629803,5.059679985,4.915369987,4.935070038,4.698790073,5.57638979,5.400790215,5.126130104,4.958119869,5.286230087,5.125589848
Qatar,QAT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.462589979,3.955169916,2.706389904,2.450160027,4.229770184,3.409759998,4.539480209,4.016170025,3.505729914,4.074289799,3.607189894
Romania,ROU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.255369902,3.462510109,4.431743082,4.22589016,4.500403836,4.157939911,3.457720041,3.028270006,2.947860003,4.711292525,3.129179955
Russian Federation,RUS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.553539991,3.773639917,3.868730068,4.36934404,4.099450111,4.793528644,4.745758496,4.571856565,3.861330032,4.711292525,4.707730148
Sao Tome and Principe,STP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.529040098,5.260449886,4.545750141,6.443099976,5.560540199,10.69295979,9.658410072,4.571856565,6.334149837,5.93859005,3.756819963
Senegal,SEN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.857310057,5.139959812,4.775790215,4.36934404,5.051849842,6.19644022,6.503210068,6.079870224,5.941170216,7.268780231,7.39620018
Sierra Leone,SLE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.141599894,2.838190079,4.431743082,2.559900045,2.413189888,2.737950087,2.552710056,2.668410063,2.87473011,2.381759882,2.66166997
Singapore,SGP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.676919937,3.219690084,2.86887002,2.961280107,2.781919956,3.031620026,3.106790066,3.077640057,3.118499994,2.915790081,4.707730148
Slovak Republic,SVK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.108129978,3.765219927,3.713540077,3.529320002,3.526740074,4.010940075,4.115880013,3.962310076,3.909209967,4.086659908,4.2385602
Slovenia,SVN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.635179996,5.582409859,5.575590134,5.105090141,5.106090069,5.568590164,5.562510014,5.565629959,5.659369946,5.486589909,4.707730148
South Africa,ZAF,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.052770138,5.051640034,5.070260048,4.972519875,4.864860058,5.246610165,5.716440201,5.958429813,6.379360199,6.020669937,6.029550076
Spain,ESP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.15031004,4.128099918,4.159230232,4.236480236,4.485770226,4.863440037,4.823299885,4.868370056,4.431089878,4.310249805,4.270929813
St. Lucia,LCA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.115099907,5.084690094,5.54279995,4.36934404,5.206659794,3.715409994,4.133379936,4.295730114,4.03042984,4.770219803,4.901659966
Sweden,SWE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.710999966,6.55354023,6.408770084,6.209519863,6.386199951,6.854680061,6.62198019,6.485050201,7.66617012,7.717549801,7.675089836
Switzerland,CHE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.458459854,5.223609924,4.982689857,4.712629795,4.895969868,5.060190201,4.949059963,4.996039867,5.05284977,5.065700054,5.096079826
Tajikistan,TJK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.772079945,3.512150049,3.403480053,3.41328001,3.459830046,4.098309994,4.006750107,3.935110092,4.018030167,4.711292525,4.707730148
Thailand,THA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.033370018,3.940870047,4.050690174,3.60168004,3.507390022,3.865410089,3.51109004,4.808489799,4.557859898,4.12887001,4.707730148
Togo,TGO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.633330107,3.393749952,3.669569969,3.697520018,3.429579973,4.125500202,4.427390099,4.442940235,4.737269878,4.674320221,4.868460178
Tunisia,TUN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.720779896,6.451570034,6.43859005,6.465519905,6.272190094,6.528480053,6.254809856,4.571856565,6.250360012,4.711292525,4.707730148
Turkey,TUR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.117569923,4.465470235,2.863940001,4.36934404,4.500403836,4.793528644,4.745758496,4.571856565,4.06137991,4.766260147,4.707730148
Uganda,UGA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.969739914,4.465470235,4.431743082,4.36934404,4.500403836,4.793528644,2.393440008,3.03441,2.445460081,2.17392993,2.213870049
Ukraine,UKR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.310060024,6.064690113,6.210480213,6.148900032,6.430309772,7.313640118,4.745758496,6.162330151,6.714650154,6.649859905,5.863540173
United Kingdom,GBR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.805570126,5.015610218,5.044099808,4.965060234,4.956709862,5.17166996,5.806660175,5.709020138,4.617425036,5.636189938,5.734489918
United States,USA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.31415987,5.063310146,5.386229992,5.229839802,5.295360088,5.256219864,5.427070141,5.211500168,5.200870037,4.930130005,5.38078022