Country Name,Country Code,Series,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Latin America & Caribbean,LCN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,LVA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.8550500869751,..,4.71155023574829,4.65621995925903,5.40537977218628,5.57353019714355,5.08097982406616,4.94513988494873,6.60559988021851,6.98929023742676,5.28524017333984,..
Least developed countries: UN classification,LDC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.66588997840881,2.67151999473572,2.80504989624023,2.60635995864868,2.0331699848175,1.77787005901337,1.63172996044159,1.64677000045776,2.19046998023987,2.57119011878967,..,..
Lesotho,LSO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,11.1090097427368,12.0796699523926,11.2712802886963,..,11.3611402511597,..,..,..,..,..,..,..
Liberia,LBR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,3.16142010688782,..,..,..,2.75756001472473,..,..,..
Libya,LBY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.43333005905151,..,2.05380988121033,1.92119002342224,2.04836988449097,..,..,2.55604004859924,..,..,..,..
Lithuania,LTU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.16915988922119,4.87318992614746,4.82054996490479,4.5905499458313,4.83453989028931,5.57741022109985,5.29902982711791,5.12227010726929,4.76878976821899,4.61250019073486,..,..
Low & middle income,LMY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Luxembourg,LUX,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,4.14091014862061,..,4.08387994766235,..
"Macao SAR, China",MAC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.24566006660461,2.29064011573792,2.21270990371704,2.05985999107361,2.20476007461548,2.55343008041382,2.63008999824524,2.68835997581482,3.33559989929199,2.04919004440308,2.02779006958008,..
"Macedonia, FYR",MKD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.26252007484436,3.84581995010376,3.28716993331909,3.36003994941711,2.90694999694824,3.1825098991394,..,2.78583002090454,2.72885990142822,2.08204007148743,..,..
Malawi,MWI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,3.53973007202148,4.14207983016968,..,5.42242002487183,4.84253978729248,5.60798978805541
Malaysia,MYS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.92448997497559,..,4.48413991928101,4.37478017807007,3.95826005935669,5.97298002243041,4.96907997131348,5.76125001907349,5.74052000045776,5.47376012802124,5.19593000411987,4.96636009216309
Maldives,MDV,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.75693988800049,5.21197986602783,4.96182012557983,4.72755002975464,4.81284999847412,6.30167007446289,4.58669996261597,3.971519947052,4.30966997146606,4.47970008850098,4.14695978164673,5.22350978851318
Mali,MLI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.85418009757996,3.5265200138092,..,..,3.41752004623413,3.87067008018494,3.34321999549866,3.75663995742798,3.48077988624573,3.39390993118286,3.73928999900818,..
Malta,MLT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.46076011657715,..,..,5.98134994506836,5.57061004638672,5.17037010192871,6.4548897743225,7.75177001953125,6.4824800491333,7.84899997711182,..,..
Marshall Islands,MHL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.5161600112915,..,2.52376008033752,..,3.55302000045776,..,3.59457993507385,3.05710005760193,2.77883005142212,2.93011999130249,..,..
Mauritius,MUS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.45840978622437,4.19192981719971,3.82529997825623,3.1835401058197,3.0656099319458,3.05004000663757,3.55097007751465,3.32852005958557,3.41473007202148,3.61964988708496,4.91772985458374,4.88538980484009
Mexico,MEX,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.8019700050354,4.90864992141724,4.7585301399231,4.73333978652954,4.84116983413696,5.21484994888306,5.18496990203857,5.12858009338379,5.17433023452759,4.74772977828979,5.31347990036011,..
"Micronesia, Fed. Sts.",FSM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,12.4677495956421
Middle East & North Africa,MEA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.77109003067017,7.16273021697998,7.49892997741699,8.29343032836914,8.23733043670654,9.5097599029541,9.11211013793945,8.55970001220703,8.34895992279053,..,7.46784019470215,..
Monaco,MCO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.2438600063324,..,..,..,..,1.32877004146576,1.32021999359131,1.59142005443572,1.78004002571106,1.33440005779266,1.02195000648499,..
Mongolia,MNG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.32784986495972,..,..,4.68696022033691,..,5.14533996582031,4.64347982406616,4.59987020492554,..,..,..,..
Montenegro,MNE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,5.34184980392456,5.26403999328613,..,..,..,..,..,..
Mozambique,MOZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.7224600315094,4.43311023712158,4.27696990966797,..,..,..,..,..,6.07721996307373,6.48322010040283,..,..
Myanmar,MMR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Namibia,NAM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,6.03781986236572,..,6.48398017883301,..,8.34961032867432,..,..,..,..,..
Nauru,NRU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.1734299659729,3.36305999755859,3.60788989067078,3.51765990257263,3.80427002906799,4.66180992126465,3.63271999359131,3.85157990455627,3.75279998779297,3.46861004829407,3.98130011558533,3.71216011047363
Netherlands,NLD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.1140398979187,5.15509986877441,5.09233999252319,4.93601989746094,5.09357023239136,5.49170017242432,5.55150985717773,5.52555990219116,5.47703981399536,5.58971977233887,5.52937984466553,..
New Caledonia,NCL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.48965978622437,6.26109981536865,5.9504599571228,5.91978979110718,5.50182008743286,6.26850986480713,7.01146984100342,6.95137977600098,7.16076993942261,6.68585014343262,6.33680009841919,6.36888980865479
Nicaragua,NIC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,4.48548984527588,..,..,..,..,..
Niger,NER,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,3.32854008674622,4.01454019546509,3.66241002082825,4.52327013015747,3.73640990257263,4.2131199836731,4.3327898979187,4.91620016098022,6.70941019058228,..
Nigeria,NGA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
North America,NAC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,7.31064987182617,6.86502981185913,6.37217998504639,6.5348801612854,6.27821016311646,7.09892988204956,6.75018978118896,6.46073007583618,7.35993003845215,7.37329006195068,..,..
OECD members,OED,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Oman,OMN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.02837991714478,3.51722002029419,3.85933995246887,..,..,4.1877498626709,..,..,..,4.96038007736206,..,..
Pakistan,PAK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.94667994976044,2.25459003448486,2.62629008293152,2.63404011726379,2.74617004394531,2.60000991821289,2.28681993484497,2.2168300151825,2.13352990150452,2.49923992156982,2.46434998512268,2.6467399597168
Palau,PLW,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.5786600112915,..,..,..,3.59278988838196,..,..,3.18772006034851,..,..,..,..
Papua New Guinea,PNG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Paraguay,PRY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.43801999092102,..,..,3.54737997055054,..,..,3.76902008056641,4.97603988647461,4.95539999008179,..,..,..
Peru,PER,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.9570300579071,2.83618998527527,2.65528988838196,2.62687993049622,2.86545991897583,3.13945007324219,2.86581993103027,2.66377997398376,2.92351007461548,3.29460000991821,3.68977999687195,3.97865009307861
Philippines,PHL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.56819009780884,2.42532992362976,2.5342800617218,2.59636998176575,2.6933000087738,2.65167999267578,..,..,..,..,..,..
Poland,POL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.35610008239746,5.42865991592407,5.20488023757935,4.85855007171631,5.02508020401,4.9971399307251,5.05200004577637,4.81036996841431,4.81011009216309,4.93087005615234,4.91174983978271,..
Portugal,PRT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.05462980270386,5.05967998504639,4.91536998748779,4.9350700378418,4.69879007339478,5.5763897895813,5.40079021453857,5.12613010406494,4.95811986923218,5.28623008728027,5.1255898475647,..
Puerto Rico,PRI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,6.39076995849609,..,..
Qatar,QAT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.46258997917175,3.95516991615295,2.70638990402222,2.45016002655029,4.22977018356323,3.40975999832153,4.53948020935059,4.01617002487183,3.50572991371155,4.07428979873657,3.60718989372253,..
Romania,ROU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.2553699016571,3.46251010894775,..,4.22589015960693,..,4.15793991088867,3.45772004127502,3.02827000617981,2.9478600025177,..,3.12917995452881,..
Russian Federation,RUS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.55353999137878,3.77363991737366,3.86873006820679,..,4.09945011138916,..,..,..,3.86133003234863,..,..,..
Rwanda,RWA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,4.28608989715576,3.78632998466492,..,4.94518995285034,4.71555995941162,4.74606990814208,5.02228021621704,..,3.79746007919312
Samoa,WSM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,5.14420986175537,..,..,..,..,..,..,..
San Marino,SMR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,2.30937004089355,2.38372993469238,..,..,..,..
Sao Tome and Principe,STP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.52904009819031,5.26044988632202,4.5457501411438,6.44309997558594,5.56054019927979,10.6929597854614,9.65841007232666,..,6.3341498374939,5.93859004974365,3.7568199634552,..
Saudi Arabia,SAU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.27930021286011,5.43432998657227,5.89739990234375,..,5.13580989837646,..,..,..,..,..,..,..
Senegal,SEN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.8573100566864,5.13995981216431,4.77579021453857,..,5.05184984207153,6.19644021987915,6.50321006774902,6.07987022399902,5.94117021560669,7.26878023147583,7.39620018005371,..
Serbia,SRB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,4.50148010253906,4.71506977081299,4.75197982788086,4.58237981796265,4.48976993560791,4.43181991577148,..,4.17860984802246,..
Seychelles,SYC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,4.77012014389038,..,..,..,..,3.60644006729126,..,..,..,..
Sierra Leone,SLE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.14159989356995,2.83819007873535,..,2.5599000453949,2.41318988800049,2.73795008659363,2.55271005630493,2.66841006278992,2.87473011016846,2.38175988197327,2.66166996955872,..
Singapore,SGP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.67691993713379,3.2196900844574,2.86887001991272,2.96128010749817,2.78191995620728,3.03162002563477,3.10679006576538,3.07764005661011,3.11849999427795,2.91579008102416,..,..
Sint Maarten (Dutch part),SXM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.10812997817993,3.76521992683411,3.71354007720947,3.52932000160217,3.52674007415771,4.01094007492065,4.11588001251221,3.96231007575989,3.90920996665955,4.08665990829468,4.23856019973755,..
Slovenia,SVN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.63517999649048,5.58240985870361,5.57559013366699,5.10509014129639,5.10609006881714,5.56859016418457,5.56251001358032,5.56562995910645,5.65936994552612,5.48658990859985,..,..
Solomon Islands,SLB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,9.87994956970215,8.79998970031738,8.97325992584229,10.0010795593262,..,..,..,..,..
Somalia,SOM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.05277013778687,5.05164003372192,5.0702600479126,4.97251987457275,4.86486005783081,5.24661016464233,5.71644020080566,5.958429813385,6.37936019897461,6.02066993713379,6.02955007553101,..
South Asia,SAS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,0.805209994316101,..,1.17890000343323,1.71297001838684,1.54060995578766
Spain,ESP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.15031003952026,4.12809991836548,4.15923023223877,4.23648023605347,4.4857702255249,4.86344003677368,4.82329988479614,4.86837005615234,4.43108987808228,4.31024980545044,4.270929813385,..
Sri Lanka,LKA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,2.05390000343323,1.71871995925903,1.80838000774384,1.49660003185272,1.62143003940582,1.92566001415253,2.17912006378174
St. Kitts and Nevis,KNA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.01691007614136,3.8599100112915,4.11250019073486,4.28886985778809,..,..,..,..,..,..,..,2.78424000740051
St. Lucia,LCA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.11509990692139,5.08469009399414,5.542799949646,..,5.20665979385375,3.71540999412537,4.13337993621826,4.29573011398315,4.03042984008789,4.77021980285645,4.90165996551514,4.89715003967285
St. Martin (French part),MAF,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,6.35081005096436,..,5.72221994400024,..,5.68978023529053,5.08522987365723,..,..,..,..,..
Sub-Saharan Africa,SSF,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.6298999786377,1.56307005882263,1.96301996707916,..,2.20088005065918,2.22459006309509,..,..,..,..,..,..
Suriname,SUR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Swaziland,SWZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.46893978118896,6.50368022918701,6.7050199508667,..,6.82855987548828,6.57817983627319,6.12712001800537,6.73145008087158,..,..,7.04999017715454,..
Sweden,SWE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.71099996566772,6.55354022979736,6.4087700843811,6.20951986312866,6.38619995117188,6.85468006134033,6.62198019027709,6.48505020141602,7.66617012023926,7.7175498008728,7.67508983612061,..
Switzerland,CHE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.45845985412598,5.22360992431641,4.98268985748291,4.71262979507446,4.8959698677063,5.06019020080566,4.94905996322632,4.99603986740112,5.05284976959229,5.0657000541687,5.09607982635498,..
Syrian Arab Republic,SYR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.35832977294922,..,5.36164999008179,4.86673021316528,4.59525012969971,5.13013982772827,..,..,..,..,..,..
Tajikistan,TJK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.7720799446106,3.51215004920959,3.403480052948,3.41328001022339,3.45983004570007,4.0983099937439,4.00675010681152,3.93511009216309,4.01803016662598,..,..,5.23215007781982
Tanzania,TZA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.6528902053833,4.60142993927002,3.27329993247986,4.04162979125977,4.24775981903076,4.03933000564575,4.6256799697876,..,..,..,3.47914004325867,..
Thailand,THA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.03337001800537,3.9408700466156,4.05069017410278,3.6016800403595,3.50739002227783,3.8654100894928,3.51109004020691,4.80848979949951,4.55785989761353,4.12887001037598,..,..
Timor-Leste,TLS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,8.10202026367188,11.3413496017456,10.3870601654053,9.25706005096436,6.42852020263672,6.02792978286743,7.77500009536743,..
Togo,TGO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.63333010673523,3.39374995231628,3.66956996917725,3.6975200176239,3.42957997322083,4.12550020217896,4.42739009857178,4.44294023513794,4.73726987838745,4.67432022094727,4.86846017837524,5.21789979934692
Tonga,TON,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.90804004669189,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,TUN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.72077989578247,6.45157003402709,6.43859004974365,6.46551990509033,6.27219009399414,6.528480052948,6.25480985641479,..,6.25036001205444,..,..,..
Turkey,TUR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.11756992340088,..,2.86394000053406,..,..,..,..,..,4.06137990951538,4.76626014709473,..,..
Turkmenistan,TKM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,3.05590009689331,..,..,..
Turks and Caicos Islands,TCA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,3.26528000831604
Tuvalu,TUV,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.96973991394042,..,..,..,..,..,2.39344000816345,3.03440999984741,2.44546008110046,2.17392992973328,2.21387004852295,..
Ukraine,UKR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.31006002426147,6.06469011306763,6.21048021316528,6.14890003204346,6.43030977249146,7.31364011764526,..,6.16233015060425,6.71465015411377,6.64985990524291,5.8635401725769,..
United Arab Emirates,ARE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.80557012557983,5.0156102180481,5.04409980773926,4.96506023406982,4.95670986175537,5.17166996002197,5.80666017532349,5.70902013778687,..,5.63618993759155,5.73448991775513,5.68426990509033
United States,USA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.31415987014771,5.06331014633179,5.38622999191284,5.22983980178833,5.29536008834839,5.2562198638916,5.42707014083862,5.21150016784667,5.20087003707886,4.93013000488281,5.38078022003174,..
Upper middle income,UMC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Uruguay,URY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.49858999252319,2.7148699760437,2.88236999511719,..,..,..,..,4.35693979263306,..,..,..,..
Uzbekistan,UZB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Vanuatu,VUT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,5.78303003311157,5.01294994354248,..,..,..,..,4.91083002090454,5.54987001419067
"Venezuela, RB",VEN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,3.66837000846863,3.62433004379272,..,6.87723016738892,..,..,..,..,..,..
Vietnam,VNM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,4.87481021881104,4.81423997879028,5.13206005096436,4.81350994110107,5.52548980712891,5.65873003005981,..,..
Virgin Islands (U.S.),VIR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,1.80306994915009,1.59378004074097,1.33112001419067,1.46851003170013,..,1.32231998443604
World,WLD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,5.14742994308472,..,..,..,..,..,..,..
Zambia,ZMB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.46342992782593,1.73553001880646,..,1.24075996875763,1.0997200012207,..,..,..,..,..,..,..
Zimbabwe,ZWE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,1.97333002090454,..,8.38321971893311,8.48536014556885,8.42932987213135,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: Education Statistics - All Indicators,,,,,,,,,,,,,,,
Last Updated: 10/02/2017,,,,,,,,,,,,,,,
